id,sigla,nome,casa,siglaTipo,descricaoTipo,dataInicio,dataFim
7352793,,Câmaras Municipais,,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
7353091,,Câmaras Municipais de Guia Lopes da Laguna - MS; Vieirópolis - PB; Paulo de Faria - SP; Ivoti - RS e Associação dos Profissionais dos Correios - ADCAP.,,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
55330,DA,DA,SF,UNIDADE_TRAMITACAO,Unidade de tramitação (migração),,
753,,DA COMISSÃO PARLAMENTAR CONJUNTA DO MERCOSUL,,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
638,,DA REPRESENTAÇÃO BRASILEIRA NO PARLAMENTO DO MERCOSUL,,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
55331,DARQ,DARQ,SF,ARQUIVO,Arquivo,,
7352584,,DATAPREV,,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
7359377,,DATAPREV,,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
7360827,,DATAPREV,,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
7352551,,DATAPREV,,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
7380765,,DEFENSORIA PÚBLICA DA UNIÃO,,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
7380974,,DEFENSORIA PÚBLICA DO ESTADO DA AMAZONAS,,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
315,,DIRETOR DA RECEITA FEDERAL,,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
7217793,DGER,DIRETORIA GERAL,SF,COLEGIADO_LEGISLATIVO,Colegiado Legislativo,1900-01-01,1999-01-31
55332,DGER,DIRETORIA GERAL-CN,CN,UNIDADE_TRAMITACAO,Unidade de tramitação (migração),,
7380748,,DIRETORIA-GERAL DE DESENVOLVIMENTO NUCLEAR E TECNOLÓGICO DA MARINHA,,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
7376087,,DOMINGAS GRAMOLINE,,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
7361349,,DPJ Law,,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
656,,DUMA DA FEDERAÇÃO RUSSA,,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
55138,,Defensoria Pública da União,,DEFENSORIA_PUBLICA,Defensoria Pública,,
7373195,,Defensoria Pública da União,,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
7359118,,Defensoria Pública da União,,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
7359998,,Defensoria Pública da União,,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
7353051,,Defensoria Pública da União,,DEFENSORIA_PUBLICA,Defensoria Pública,,
7359090,,Defensoria Pública do Estado de São Paulo (SP),,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
7359735,,Defensoria Pública-Geral da União,,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
7359476,,Defensoria Pública-Geral da União,,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
7359657,,Defensoria Pública-Geral da União,,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
7364581,,Delegação do Parlamento Europeu para as Relações com a República Federativa do Brasil,,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
5308834,DEM,Democratas,,PARTIDO_POLITICO,Partido político,2007-03-28,
310,,Democratas - DEM e Partido da Social Democracia Brasileira - PSDB,,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
311,,Dep. Est. Aderson de Carvalho Lago Filho (PPB-MA),,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
7377271,,Departamento Nacional  de Infraestrutura de Transportes,,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
7352964,DNIT,Departamento Nacional de Infraestrutura de Transporte,,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
7351318,DNIT,Departamento Nacional de Infraestrutura de Transportes,,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
7377304,,Departamento Nacional de Infraestrutura de Transportes,,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
7365056,,Departamento Nacional de Infraestrutura de Transportes,,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
7352655,,Departamento Nacional de Infraestrutura de Transportes - DNIT,,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
623,,Departamento Nacional de Obras Contra as Secas - DNOCS,,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
7376114,,Departamento de Estradas de Rodagem de Alagoas,,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
312,,Deputada Sandra Batista,,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
313,,Deputado Estadual Elio Rusch,,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
314,,Deputado Estadual Paulo Sérgio Ramos Barbosa,,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
7360282,,Deputado Federal Reginaldo Lopes - PT/MG e outros,,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
7360961,,Deputado Vinicius Camarinha,,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
7374669,,Desonera Brasil,,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
7373949,,DigiAmericas,,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
316,,Diretor-Geral da Agência Nacional de Energia Elétrica - ANEEL,,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
317,,Diretor-Geral do Serviço Florestal Brasileiro do Ministério do Meio Ambiente,,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
7349430,,Diretoria da Petrobras Gás S.A. - Gaspetro,,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
55319,DGER,Diretoria-Geral,SF,ORGAO_INTERNO,Órgão da estrutura administrativa interna do Poder Legislativo,1986-04-09,
158,,Diretório Nacional do PDT,,ENTE_JURIDICO,Ente Jurídico - não categorizado,,
